docid	DW
msmarco_passage_21_308560419	50
msmarco_passage_21_343232083	76
msmarco_passage_21_343232703	76
msmarco_passage_22_28624783	54
msmarco_passage_22_28628783	56
msmarco_passage_22_59155533	78
msmarco_passage_22_91140154	50
msmarco_passage_23_692357662	45
msmarco_passage_25_494738099	35
msmarco_passage_25_710910960	42
msmarco_passage_25_839279247	46
msmarco_passage_25_843490551	47
msmarco_passage_26_135050886	71
msmarco_passage_26_534706503	53
msmarco_passage_26_544470086	50
msmarco_passage_26_68859924	51
msmarco_passage_27_525368036	54
msmarco_passage_27_544843238	54
msmarco_passage_27_816619076	52
msmarco_passage_29_15456344	48
msmarco_passage_29_15461424	54
msmarco_passage_29_281285856	48
msmarco_passage_29_341724280	43
msmarco_passage_29_420291256	43
msmarco_passage_29_654101465	43
msmarco_passage_29_831128284	65
msmarco_passage_30_140504386	71
msmarco_passage_30_140505321	45
msmarco_passage_30_163477840	50
msmarco_passage_30_252431158	61
msmarco_passage_30_396018720	57
msmarco_passage_30_604780058	41
msmarco_passage_31_420845311	64
msmarco_passage_31_464266001	44
msmarco_passage_31_583127533	43
msmarco_passage_32_115219880	73
msmarco_passage_32_638486967	89
msmarco_passage_32_775494631	60
msmarco_passage_32_91757413	45
msmarco_passage_33_15749410	48
msmarco_passage_33_22843941	84
msmarco_passage_34_112969652	51
msmarco_passage_34_112976288	48
msmarco_passage_34_122719752	55
msmarco_passage_34_123057298	48
msmarco_passage_34_304887295	56
msmarco_passage_34_41077523	50
msmarco_passage_34_50192410	59
msmarco_passage_34_552739204	49
msmarco_passage_34_765135508	52
msmarco_passage_34_810762443	50
msmarco_passage_35_30073665	57
msmarco_passage_35_702383398	53
msmarco_passage_35_717223335	54
msmarco_passage_36_119994773	51
msmarco_passage_36_309896163	35
msmarco_passage_37_305167746	46
msmarco_passage_38_625605730	54
msmarco_passage_38_862206803	29
msmarco_passage_38_869525695	54
msmarco_passage_39_110168367	53
msmarco_passage_39_249006400	45
msmarco_passage_40_380947941	44
msmarco_passage_41_375796485	48
msmarco_passage_41_611045120	44
msmarco_passage_41_624876793	49
msmarco_passage_41_827646239	43
msmarco_passage_41_847403518	51
msmarco_passage_41_847403962	57
msmarco_passage_42_212385307	59
msmarco_passage_42_587002592	50
msmarco_passage_43_290022730	67
msmarco_passage_45_710127939	39
msmarco_passage_46_405553870	54
msmarco_passage_46_477144853	54
msmarco_passage_46_487327385	52
msmarco_passage_46_637389158	68
msmarco_passage_46_640845766	47
msmarco_passage_46_641746360	72
msmarco_passage_46_641751372	72
msmarco_passage_47_578636104	54
msmarco_passage_47_624654622	34
msmarco_passage_48_752497979	51
msmarco_passage_49_186176905	52
msmarco_passage_49_727364575	47
msmarco_passage_50_131833998	48
msmarco_passage_50_169200813	51
msmarco_passage_50_633288554	58
msmarco_passage_50_855591507	62
msmarco_passage_51_302523256	41
msmarco_passage_51_302524020	40
msmarco_passage_51_303933083	53
msmarco_passage_51_303989849	44
msmarco_passage_51_819648062	47
msmarco_passage_51_853761488	48
msmarco_passage_52_237463869	50
msmarco_passage_52_511174260	50
msmarco_passage_53_193162132	48
msmarco_passage_53_422503589	86
msmarco_passage_54_144503445	52
msmarco_passage_54_144505587	49
msmarco_passage_54_145317667	48
msmarco_passage_54_147166145	48
msmarco_passage_54_19862016	52
msmarco_passage_54_561232481	50
msmarco_passage_54_648353435	51
msmarco_passage_54_653793281	40
msmarco_passage_55_49945543	49
msmarco_passage_56_227022683	47
msmarco_passage_56_249678072	53
msmarco_passage_56_378135572	56
msmarco_passage_58_557526672	56
msmarco_passage_58_751818409	53
msmarco_passage_59_324646066	58
msmarco_passage_60_132140835	54
msmarco_passage_60_530748498	65
msmarco_passage_60_668929937	52
msmarco_passage_60_668932387	46
msmarco_passage_61_82287791	45
msmarco_passage_63_134519616	38
msmarco_passage_63_174523293	34
msmarco_passage_63_198751255	38
msmarco_passage_63_231779650	64
msmarco_passage_63_378264739	52
msmarco_passage_63_637580583	2446
msmarco_passage_63_837926306	46
msmarco_passage_63_837927992	51
msmarco_passage_63_92441249	47
msmarco_passage_63_9921001	67
msmarco_passage_64_261447089	45
msmarco_passage_64_437188622	53
msmarco_passage_64_677583218	51
msmarco_passage_64_779401155	38
msmarco_passage_64_844769962	55
msmarco_passage_65_473706874	53
msmarco_passage_65_627853366	57
msmarco_passage_65_810386986	59
msmarco_passage_65_821691636	59
msmarco_passage_66_25371441	85
msmarco_passage_66_69510757	59
msmarco_passage_66_78552314	59
msmarco_passage_67_197932168	59
msmarco_passage_67_366944971	57
msmarco_passage_67_546817416	49
msmarco_passage_67_654374563	58
msmarco_passage_67_684521023	51
msmarco_passage_67_802044314	79
msmarco_passage_67_919393576	53
msmarco_passage_68_1802816	49
msmarco_passage_68_1807599	57
msmarco_passage_68_196650605	51
msmarco_passage_68_298416855	55
msmarco_passage_68_597644449	46
msmarco_passage_68_597652395	46
msmarco_passage_68_602505230	56
msmarco_passage_68_602592934	55
msmarco_passage_68_725086855	47
msmarco_passage_69_28287753	54
msmarco_passage_00_496716797	10355
msmarco_passage_00_51786178	47
msmarco_passage_00_65096751	51
msmarco_passage_00_97085973	19375
msmarco_passage_01_188073870	42
msmarco_passage_01_302029118	13982
msmarco_passage_01_820482179	27
msmarco_passage_02_105766749	915
msmarco_passage_02_105808260	374
msmarco_passage_02_243434440	39
msmarco_passage_02_569746200	44
msmarco_passage_02_8174618	10337
msmarco_passage_03_303984748	54
msmarco_passage_03_587656826	45
msmarco_passage_03_599474248	96
msmarco_passage_04_513445778	74
msmarco_passage_04_556893086	40
msmarco_passage_04_815933541	45
msmarco_passage_05_263103421	99
msmarco_passage_05_434159861	46
msmarco_passage_07_136694267	59
msmarco_passage_07_197872183	47
msmarco_passage_07_198750243	47
msmarco_passage_07_206421958	47
msmarco_passage_07_218633862	49
msmarco_passage_07_222691541	53
msmarco_passage_07_223955965	39
msmarco_passage_07_234930780	70
msmarco_passage_07_332370067	44
msmarco_passage_07_97555944	49
msmarco_passage_08_478824098	44
msmarco_passage_08_478825346	51
msmarco_passage_09_578549709	52
msmarco_passage_09_579430898	55
msmarco_passage_10_161702137	47
msmarco_passage_10_161703001	42
msmarco_passage_10_161706481	50
msmarco_passage_10_161707729	38
msmarco_passage_10_161708851	42
msmarco_passage_11_316289585	51
msmarco_passage_11_396236365	78
msmarco_passage_11_537290931	51
msmarco_passage_11_736486760	50
msmarco_passage_11_736487234	50
msmarco_passage_11_736487687	46
msmarco_passage_11_824802796	39
msmarco_passage_11_824803182	17
msmarco_passage_12_283659746	85
msmarco_passage_12_473853361	55
msmarco_passage_12_477312012	55
msmarco_passage_12_478088616	48
msmarco_passage_14_38973106	87
msmarco_passage_14_39150346	36
msmarco_passage_14_620702043	73
msmarco_passage_14_621081651	61
msmarco_passage_14_719477471	64
msmarco_passage_14_725978756	48
msmarco_passage_14_731721899	39
msmarco_passage_14_731722702	55
msmarco_passage_14_731724374	39
msmarco_passage_15_127691657	55
msmarco_passage_15_359214932	41
msmarco_passage_16_47310869	39
msmarco_passage_16_47312521	27
msmarco_passage_16_48683454	56
msmarco_passage_16_799164335	44
msmarco_passage_16_799164753	53
msmarco_passage_16_799165631	42
msmarco_passage_16_799171630	45
msmarco_passage_17_433976171	51
msmarco_passage_17_437338854	56
msmarco_passage_17_535645451	80
msmarco_passage_17_704994902	71
msmarco_passage_17_815711376	41
msmarco_passage_17_849305960	47
msmarco_passage_18_26027461	56
msmarco_passage_18_275414777	49
msmarco_passage_18_339369046	74
msmarco_passage_18_380181021	34
msmarco_passage_18_380181863	30
msmarco_passage_18_380183756	52
msmarco_passage_18_380184192	51
msmarco_passage_18_380184649	41
msmarco_passage_18_380185016	54
msmarco_passage_18_380185482	48
msmarco_passage_18_720225629	54
msmarco_passage_18_727212525	55
msmarco_passage_18_862126556	55
msmarco_passage_19_188170776	51
msmarco_passage_19_194007481	44
msmarco_passage_19_267812371	40
msmarco_passage_19_442591179	45
msmarco_passage_19_492230075	49
msmarco_passage_19_50961409	34
msmarco_passage_19_513607308	51
msmarco_passage_19_589001191	91
msmarco_passage_19_589001879	25
msmarco_passage_19_589002170	57
msmarco_passage_19_589002633	44
msmarco_passage_19_589004367	53
msmarco_passage_19_589006529	52
msmarco_passage_19_589007022	43
msmarco_passage_19_589008284	91
msmarco_passage_19_589008972	25
msmarco_passage_19_589009263	57
msmarco_passage_19_589009726	44
msmarco_passage_19_589011460	53
msmarco_passage_19_700499461	63
msmarco_passage_19_759063580	38
msmarco_passage_20_112721657	58
msmarco_passage_20_338100857	52
msmarco_passage_20_356714859	54
msmarco_passage_20_789443968	49
msmarco_passage_21_112843790	51
msmarco_passage_21_150977281	68
msmarco_passage_21_172005234	57
msmarco_passage_21_175465201	45
msmarco_passage_21_190145230	50
msmarco_passage_21_252540860	62
msmarco_passage_21_263629310	33
msmarco_passage_21_313891686	47
msmarco_passage_21_503064453	41
msmarco_passage_21_553302990	55
msmarco_passage_21_67008661	63
msmarco_passage_21_809313643	37
msmarco_passage_22_272697830	50
msmarco_passage_22_28156630	47
msmarco_passage_23_660137279	46
msmarco_passage_23_660142471	76
msmarco_passage_23_826981117	51
msmarco_passage_23_827027105	51
msmarco_passage_23_827031702	39
msmarco_passage_23_827032100	49
msmarco_passage_23_827032536	51
msmarco_passage_23_827033868	55
msmarco_passage_23_827038151	53
msmarco_passage_24_340837608	50
msmarco_passage_24_350908833	49
msmarco_passage_24_351256112	48
msmarco_passage_24_651975551	44
msmarco_passage_26_122169110	43
msmarco_passage_26_523132532	10337
msmarco_passage_27_292032199	57
msmarco_passage_27_294651733	30
msmarco_passage_27_306374354	47
msmarco_passage_27_415161546	51
msmarco_passage_27_654203923	49
msmarco_passage_27_655236043	54
msmarco_passage_28_550726095	129
msmarco_passage_28_586425788	70
msmarco_passage_28_586692657	42
msmarco_passage_28_586693842	45
msmarco_passage_28_587186522	41
msmarco_passage_28_587186919	60
msmarco_passage_28_587189946	38
msmarco_passage_28_618406924	52
msmarco_passage_28_618407768	50
msmarco_passage_29_32865933	49
msmarco_passage_29_399271551	42
msmarco_passage_29_653178300	48
msmarco_passage_30_356061163	43
msmarco_passage_30_800272841	49
msmarco_passage_30_800274265	39
msmarco_passage_31_483872939	50
msmarco_passage_32_380549819	53
msmarco_passage_34_194520889	55
msmarco_passage_35_234367036	55
msmarco_passage_35_568330652	53
msmarco_passage_35_568337627	47
msmarco_passage_35_568338817	57
msmarco_passage_37_716381821	49
msmarco_passage_39_307384450	74
msmarco_passage_39_477002321	40
msmarco_passage_39_488314797	35
msmarco_passage_39_488315566	35
msmarco_passage_39_488315914	46
msmarco_passage_39_488316760	40
msmarco_passage_39_489476492	52
msmarco_passage_40_458703424	43
msmarco_passage_41_120742287	46
msmarco_passage_41_212942303	44
msmarco_passage_41_212943101	50
msmarco_passage_41_214333373	50
msmarco_passage_41_215767309	50
msmarco_passage_41_216994243	51
msmarco_passage_41_218751913	49
msmarco_passage_41_220617162	85
msmarco_passage_41_233493039	42
msmarco_passage_41_242698290	60
msmarco_passage_41_242700660	35
msmarco_passage_41_242766926	82
msmarco_passage_41_242817628	79
msmarco_passage_41_247827468	62
msmarco_passage_41_249299854	62
msmarco_passage_41_357697999	57
msmarco_passage_41_678859011	51
msmarco_passage_43_759808087	59
msmarco_passage_43_761061872	75
msmarco_passage_44_575911257	39
msmarco_passage_44_575911611	39
msmarco_passage_44_578461147	54
msmarco_passage_45_640319251	62
msmarco_passage_45_67162049	48
msmarco_passage_46_47199620	43
msmarco_passage_47_638777796	51
msmarco_passage_47_638780504	53
msmarco_passage_47_723819006	52
msmarco_passage_47_723819850	50
msmarco_passage_49_510043621	52
msmarco_passage_50_301895586	47
msmarco_passage_50_303052665	47
msmarco_passage_50_305162810	58
msmarco_passage_50_307478940	48
msmarco_passage_50_311453104	38
msmarco_passage_50_314586435	55
msmarco_passage_50_315272938	85
msmarco_passage_50_317661749	38
msmarco_passage_50_323208950	54
msmarco_passage_50_326798968	41
msmarco_passage_50_326803978	51
msmarco_passage_50_332566696	49
msmarco_passage_50_342876220	44
msmarco_passage_50_348462421	39
msmarco_passage_52_704345228	42
msmarco_passage_52_711785766	55
msmarco_passage_54_706675421	47
msmarco_passage_55_350845289	56
msmarco_passage_55_350846593	40
msmarco_passage_58_698288190	43
msmarco_passage_58_698289837	87
msmarco_passage_58_698290511	45
msmarco_passage_58_698291336	34
msmarco_passage_58_698294579	47
msmarco_passage_58_698297028	38
msmarco_passage_58_708175393	50
msmarco_passage_59_153180603	54
msmarco_passage_59_399858875	46
msmarco_passage_60_249028038	58
msmarco_passage_63_30887880	62
msmarco_passage_63_30889367	11
msmarco_passage_63_30889832	7
msmarco_passage_63_30890252	54
msmarco_passage_63_30892087	38
msmarco_passage_63_30892483	49
msmarco_passage_63_30893409	46
msmarco_passage_63_30893857	42
msmarco_passage_63_30894327	56
msmarco_passage_63_30895332	46
msmarco_passage_63_30896216	39
msmarco_passage_63_30896608	51
msmarco_passage_63_458394975	48
msmarco_passage_63_461451281	52
msmarco_passage_63_47486993	51
msmarco_passage_63_479328869	54
msmarco_passage_63_48595532	46
msmarco_passage_64_218249455	44
msmarco_passage_64_68503713	49
msmarco_passage_65_597532659	45
msmarco_passage_66_517648255	22592
msmarco_passage_66_561825756	47
msmarco_passage_66_561976423	68
msmarco_passage_66_562514745	68
msmarco_passage_66_562680170	62
msmarco_passage_66_562691788	58
msmarco_passage_66_562692647	66
msmarco_passage_66_562695634	54
msmarco_passage_66_562696527	43
msmarco_passage_66_562696925	57
msmarco_passage_66_565564288	57
msmarco_passage_66_565887416	64
msmarco_passage_66_568141338	61
msmarco_passage_66_570022066	68
msmarco_passage_66_570654091	73
msmarco_passage_66_571797694	61
msmarco_passage_66_572044143	76
msmarco_passage_66_573574721	68
msmarco_passage_66_573643062	65
msmarco_passage_66_575113028	53
msmarco_passage_66_575666261	53
msmarco_passage_66_576956834	61
msmarco_passage_66_578227967	59
msmarco_passage_66_578400652	60
msmarco_passage_66_578996232	67
msmarco_passage_66_579712114	69
msmarco_passage_66_580432628	56
msmarco_passage_66_580873309	47
msmarco_passage_66_581284712	52
msmarco_passage_68_191357083	49
msmarco_passage_68_297322372	50
msmarco_passage_68_297323256	29
msmarco_passage_68_297328059	48
msmarco_passage_68_297329387	50
msmarco_passage_68_305090570	50
msmarco_passage_68_305091454	29
msmarco_passage_68_305096257	48
msmarco_passage_68_305097585	50
msmarco_passage_00_246399993	59
msmarco_passage_00_602628886	35
msmarco_passage_00_672830072	64
msmarco_passage_01_548625306	48
msmarco_passage_02_463313822	46
msmarco_passage_03_521369054	61
msmarco_passage_04_191712989	53
msmarco_passage_04_463294081	69
msmarco_passage_06_10798334	49
msmarco_passage_06_114557589	48
msmarco_passage_06_15377298	56
msmarco_passage_06_768575412	52
msmarco_passage_06_769876295	50
msmarco_passage_06_782780618	44
msmarco_passage_06_790726260	83
msmarco_passage_06_790726899	62
msmarco_passage_07_272930684	49
msmarco_passage_07_272931099	35
msmarco_passage_07_279355085	58
msmarco_passage_07_628369315	39
msmarco_passage_07_695985065	48
msmarco_passage_07_695986868	69
msmarco_passage_07_703502795	29
msmarco_passage_07_715727858	76
msmarco_passage_07_81369867	91
msmarco_passage_08_20028973	44
msmarco_passage_08_39980246	51
msmarco_passage_08_58398754	53
msmarco_passage_08_754865496	34
msmarco_passage_09_500034764	64
msmarco_passage_10_169038455	47
msmarco_passage_10_25867774	50
msmarco_passage_10_666195117	46
msmarco_passage_12_816836267	46
msmarco_passage_13_167591890	55
msmarco_passage_13_547535989	39
msmarco_passage_13_672685397	52
msmarco_passage_14_29916489	55
msmarco_passage_15_657764650	32
msmarco_passage_17_142244	53
msmarco_passage_17_247317311	54
msmarco_passage_17_384301729	48
msmarco_passage_17_40850223	76
msmarco_passage_17_63680080	54
msmarco_passage_23_730213366	40
msmarco_passage_24_186584903	53
msmarco_passage_24_208058710	41
msmarco_passage_24_244012672	55
msmarco_passage_24_279661117	48
msmarco_passage_24_283708391	43
msmarco_passage_24_286373726	47
msmarco_passage_24_412894191	43
msmarco_passage_24_416908413	56
msmarco_passage_25_196489316	54
msmarco_passage_26_367601906	47
msmarco_passage_26_367611238	47
msmarco_passage_26_862641141	52
msmarco_passage_27_404044252	43
msmarco_passage_27_604037144	57
msmarco_passage_27_612776480	52
msmarco_passage_27_624487488	59
msmarco_passage_27_624491991	57
msmarco_passage_27_624497613	58
msmarco_passage_27_624802898	57
msmarco_passage_27_679337131	47
msmarco_passage_28_470759696	44
msmarco_passage_28_535208789	61
msmarco_passage_28_535211012	49
msmarco_passage_28_730945850	50
msmarco_passage_28_851232458	52
msmarco_passage_29_211252421	43
msmarco_passage_29_230793832	54
msmarco_passage_29_5788948	46
msmarco_passage_29_6392697	46
msmarco_passage_29_6417117	46
msmarco_passage_29_854701820	63
msmarco_passage_30_543515276	48
msmarco_passage_32_269583007	48
msmarco_passage_32_507965538	40
msmarco_passage_32_592045939	75
msmarco_passage_32_849669938	43
msmarco_passage_33_23527025	70
msmarco_passage_33_23836288	46
msmarco_passage_33_50720996	65
msmarco_passage_33_609142125	46
msmarco_passage_33_858317212	45
msmarco_passage_34_403076201	55
msmarco_passage_34_620077256	47
msmarco_passage_34_702790782	51
msmarco_passage_35_103787622	45
msmarco_passage_35_723538224	43
msmarco_passage_35_724429672	49
msmarco_passage_36_818183104	85
msmarco_passage_37_81250644	331
msmarco_passage_38_232287696	595
msmarco_passage_39_178267864	64
msmarco_passage_39_50541970	53
msmarco_passage_39_703288779	40
msmarco_passage_40_22226484	34
msmarco_passage_40_22227285	35
msmarco_passage_40_611283126	57
msmarco_passage_41_36801528	70
msmarco_passage_42_301857670	53
msmarco_passage_42_838099453	343
msmarco_passage_43_364369784	78
msmarco_passage_44_18330386	40
msmarco_passage_44_26513655	37
msmarco_passage_44_648061760	49
msmarco_passage_45_173381376	48
msmarco_passage_45_544157035	54
msmarco_passage_46_282783441	55
msmarco_passage_46_311388827	42
msmarco_passage_46_311394037	42
msmarco_passage_46_311414863	42
msmarco_passage_46_394178970	40
msmarco_passage_46_444149725	35
msmarco_passage_47_389123166	50
msmarco_passage_48_533421550	98
msmarco_passage_48_596244057	58
msmarco_passage_48_596244534	36
msmarco_passage_48_596244860	46
msmarco_passage_48_596245244	50
msmarco_passage_48_596245659	54
msmarco_passage_48_596246120	46
msmarco_passage_48_596246548	56
msmarco_passage_48_596246990	55
msmarco_passage_48_596247458	68
msmarco_passage_48_596247952	63
msmarco_passage_48_596248422	48
msmarco_passage_48_596248816	66
msmarco_passage_48_667628703	50
msmarco_passage_48_772076372	52
msmarco_passage_48_799920466	50
msmarco_passage_48_818118490	43
msmarco_passage_49_54541888	83
msmarco_passage_49_54542526	62
msmarco_passage_49_54550789	83
msmarco_passage_49_54551427	62
msmarco_passage_49_6870922	48
msmarco_passage_50_554406194	49
msmarco_passage_50_554406608	35
msmarco_passage_50_677314731	38
msmarco_passage_52_492234970	50
msmarco_passage_52_744802159	56
msmarco_passage_52_792332084	48
msmarco_passage_52_799725096	52
msmarco_passage_53_349423251	44
msmarco_passage_53_359559022	51
msmarco_passage_53_402897203	51
msmarco_passage_53_459368461	18268
msmarco_passage_53_489073034	51
msmarco_passage_53_489080926	51
msmarco_passage_53_557292872	50
msmarco_passage_53_589867482	61
msmarco_passage_54_112069069	55
msmarco_passage_54_424076166	57
msmarco_passage_54_465270161	58
msmarco_passage_55_260059415	50
msmarco_passage_55_279084062	40
msmarco_passage_55_283412624	52
msmarco_passage_55_292769316	40
msmarco_passage_55_495835521	52
msmarco_passage_56_738357963	52
msmarco_passage_56_797825446	46
msmarco_passage_57_495118125	59
msmarco_passage_58_725457384	51
msmarco_passage_60_502249895	69
msmarco_passage_60_502544663	62
msmarco_passage_60_816034274	46
msmarco_passage_62_522467585	51
msmarco_passage_63_377619631	46
msmarco_passage_64_426942622	44
msmarco_passage_65_749919810	41
msmarco_passage_66_41017329	45
msmarco_passage_66_415683237	161
msmarco_passage_66_645398979	40
msmarco_passage_66_645405280	40
msmarco_passage_66_651599170	46
msmarco_passage_66_68195506	54
msmarco_passage_66_695958302	46
msmarco_passage_66_715105795	49
msmarco_passage_66_727760784	48
msmarco_passage_67_16516984	52
msmarco_passage_67_604400481	66
msmarco_passage_67_638268390	52
msmarco_passage_67_715409841	61
msmarco_passage_67_783293104	44
msmarco_passage_68_17089688	42
msmarco_passage_00_668514599	47
msmarco_passage_00_759518803	58
msmarco_passage_01_202986761	48
msmarco_passage_01_476676806	58
msmarco_passage_02_723808485	47
msmarco_passage_03_287995697	52
msmarco_passage_03_336475801	44
msmarco_passage_04_629647338	53
msmarco_passage_04_642445143	62
msmarco_passage_05_666280631	47
msmarco_passage_05_683882812	76
msmarco_passage_06_791437691	64
msmarco_passage_07_188265394	59
msmarco_passage_07_188475888	61
msmarco_passage_07_272951392	48
msmarco_passage_07_99354298	42
msmarco_passage_08_286748910	15696
msmarco_passage_08_776111615	46
msmarco_passage_09_297678262	46
msmarco_passage_09_738858908	39
msmarco_passage_09_73897094	54
msmarco_passage_10_605306322	1880
msmarco_passage_10_752489041	53
msmarco_passage_10_752906152	55
msmarco_passage_11_169483533	53
msmarco_passage_11_188731288	51
msmarco_passage_11_800614867	43
msmarco_passage_12_546149779	69
msmarco_passage_12_575605737	44
msmarco_passage_12_577361494	81
msmarco_passage_12_577367288	77
msmarco_passage_13_57004532	57
msmarco_passage_13_572447891	54
msmarco_passage_13_592109347	59
msmarco_passage_14_182162571	51
msmarco_passage_14_213073206	73
msmarco_passage_14_538843524	46
msmarco_passage_14_553973503	38
msmarco_passage_14_66237362	45
msmarco_passage_14_779787400	45
msmarco_passage_15_318394700	43
msmarco_passage_15_429758794	43
msmarco_passage_16_263507612	45
msmarco_passage_20_558430188	30
msmarco_passage_24_315663054	57
msmarco_passage_24_315665353	57
msmarco_passage_24_315666082	52
msmarco_passage_24_315666538	48
msmarco_passage_24_315667390	56
msmarco_passage_25_127245501	63
msmarco_passage_25_132944144	92
msmarco_passage_25_247677977	53
msmarco_passage_25_546584086	58
msmarco_passage_25_600814732	64
msmarco_passage_25_600817458	48
msmarco_passage_25_600819749	53
msmarco_passage_25_818391681	51
msmarco_passage_27_645374558	51
msmarco_passage_29_281197311	38
msmarco_passage_29_289009995	33
msmarco_passage_29_409122325	50
msmarco_passage_29_411192058	72
msmarco_passage_30_585121315	47
msmarco_passage_32_10131889	57
msmarco_passage_32_320683128	72
msmarco_passage_32_444667587	49
msmarco_passage_34_32617301	53
msmarco_passage_34_401065362	44
msmarco_passage_34_572283948	46
msmarco_passage_35_316588352	48
msmarco_passage_36_107594064	48
msmarco_passage_36_2299695	48
msmarco_passage_36_409424731	46
msmarco_passage_36_511612806	36
msmarco_passage_39_273456790	35
msmarco_passage_39_282733357	38
msmarco_passage_40_283299318	39
msmarco_passage_41_757879597	62
msmarco_passage_41_97284114	56
msmarco_passage_43_188332946	31
msmarco_passage_43_188333708	42
msmarco_passage_43_543706240	54
msmarco_passage_43_543713204	47
msmarco_passage_44_491728508	36
msmarco_passage_45_323819549	55
msmarco_passage_46_766981909	39
msmarco_passage_48_110217484	48
msmarco_passage_48_31473171	152
msmarco_passage_48_590148555	70
msmarco_passage_49_18370852	43
msmarco_passage_49_719849257	55
msmarco_passage_49_81737661	54
msmarco_passage_49_81750945	54
msmarco_passage_50_486790960	73
msmarco_passage_50_491713403	25
msmarco_passage_50_494233753	67
msmarco_passage_51_173286203	52
msmarco_passage_51_869235464	51
msmarco_passage_52_412698885	52
msmarco_passage_52_646426540	75
msmarco_passage_52_646430684	63
msmarco_passage_53_171294701	48
msmarco_passage_53_196280942	61
msmarco_passage_53_197920588	42
msmarco_passage_53_199099147	35
msmarco_passage_53_200239252	47
msmarco_passage_54_268298744	55
msmarco_passage_54_276838837	75
msmarco_passage_56_251254282	51
msmarco_passage_56_257189228	51
msmarco_passage_56_62206711	75
msmarco_passage_57_316215781	52
msmarco_passage_57_397912636	45
msmarco_passage_57_398341564	57
msmarco_passage_57_561325659	50
msmarco_passage_57_612269136	54
msmarco_passage_57_679131824	48
msmarco_passage_57_699859450	46
msmarco_passage_57_700264636	56
msmarco_passage_57_727768514	52
msmarco_passage_58_723858821	46
msmarco_passage_58_767258095	49
msmarco_passage_59_193329780	83
msmarco_passage_59_783682712	42
msmarco_passage_59_81819189	39
msmarco_passage_59_852850621	50
msmarco_passage_60_748471763	51
msmarco_passage_61_723028751	39
msmarco_passage_61_723229348	39
msmarco_passage_61_750634967	48
msmarco_passage_61_764552461	51
msmarco_passage_62_21338961	27
msmarco_passage_62_24831918	28
msmarco_passage_62_29908403	26
msmarco_passage_62_33054668	61
msmarco_passage_62_38417559	63
msmarco_passage_62_39946215	32
msmarco_passage_62_78143469	52
msmarco_passage_62_78730407	52
msmarco_passage_63_250706563	56
msmarco_passage_63_262158289	52
msmarco_passage_63_262832559	43
msmarco_passage_63_465836264	46
msmarco_passage_63_489285927	50
msmarco_passage_63_490154019	100
msmarco_passage_63_517398075	50
msmarco_passage_63_637580583	2446
msmarco_passage_64_618726630	43
msmarco_passage_65_136614498	54
msmarco_passage_65_243745399	46
msmarco_passage_66_134055036	46
msmarco_passage_66_135074125	50
msmarco_passage_66_517614000	291
msmarco_passage_66_815858529	52
msmarco_passage_66_815859399	46
msmarco_passage_66_815859866	28
msmarco_passage_67_153719319	53
msmarco_passage_67_154094407	51
msmarco_passage_67_154100639	59
msmarco_passage_67_154155689	66
msmarco_passage_67_154848047	49
msmarco_passage_67_157075312	55
msmarco_passage_67_158686996	51
msmarco_passage_67_165233881	54
msmarco_passage_67_18554459	53
msmarco_passage_67_402710614	46
msmarco_passage_67_424001146	49
msmarco_passage_67_77069343	80
msmarco_passage_67_786441513	52
msmarco_passage_67_797018148	67
msmarco_passage_68_250089795	37
msmarco_passage_68_682638740	51
msmarco_passage_68_807682814	47
msmarco_passage_00_134537893	44
msmarco_passage_00_334417901	6892
msmarco_passage_00_706040337	6916
msmarco_passage_00_756378047	51
msmarco_passage_00_797658467	34
msmarco_passage_01_854605950	41
msmarco_passage_03_125380680	44
msmarco_passage_03_664639531	59
msmarco_passage_04_234033192	6792
msmarco_passage_04_269382842	872
msmarco_passage_04_589579028	51
msmarco_passage_04_614090885	58
msmarco_passage_04_679288850	544
msmarco_passage_05_481560781	27
msmarco_passage_05_769136027	47
msmarco_passage_05_769768919	46
msmarco_passage_06_209957141	78
msmarco_passage_06_281339982	83
msmarco_passage_06_281367350	48
msmarco_passage_06_589368209	45
msmarco_passage_06_589670570	40
msmarco_passage_07_255949024	891
msmarco_passage_07_256010179	961
msmarco_passage_07_499200739	55
msmarco_passage_07_602188354	1889
msmarco_passage_08_818116725	50
msmarco_passage_08_833636104	59
msmarco_passage_09_386028846	6931
msmarco_passage_09_688572348	47
msmarco_passage_09_688573094	58
msmarco_passage_09_688573529	42
msmarco_passage_11_112597240	57
msmarco_passage_11_34801494	45
msmarco_passage_11_35174715	88
msmarco_passage_11_35176247	86
msmarco_passage_12_837863584	57
msmarco_passage_15_556244219	52
msmarco_passage_16_287615823	51
msmarco_passage_16_287622326	51
msmarco_passage_16_454654154	50
msmarco_passage_16_454913156	65
msmarco_passage_16_454921311	62
msmarco_passage_17_519706399	68
msmarco_passage_18_255449312	84
msmarco_passage_19_12005928	41
msmarco_passage_19_735204681	34
msmarco_passage_19_745450460	39
msmarco_passage_21_442803679	50
msmarco_passage_21_442805458	69
msmarco_passage_21_4887165	41
msmarco_passage_21_4888372	48
msmarco_passage_21_4894362	40
msmarco_passage_21_4894785	46
msmarco_passage_21_4895611	47
msmarco_passage_21_4896675	36
msmarco_passage_21_4896997	55
msmarco_passage_21_4899527	53
msmarco_passage_21_4901225	47
